Names,Age,Total_Purchase,Account_Manager,Years,Num_Sites,Onboard_date,Location,Company,Churn,State,City,Tenure,Agegroup,Spendperyear,Siteperyear,HasAccountManager,Onboard_year,OnboardQuarter,CompanyRisk,EngagementScore,LoyaltyScore
Ryan Brown,34,12397.49,0,4.93,9,2016-01-24 10:04:00,"91641 Wright Views Stephenstad, MT 83238-3650","Gutierrez, Garcia and Miller",0,MT,Stephenstad,3-5years,25-35,2514.7,1.8,No,2016,1,0.0,44.37,2090.64
Peggy Allison,40,10780.71,1,5.33,9,2016-03-12 23:44:00,"913 David Mall Hooperburgh, MT 76387",Nelson-Murray,0,MT,Hooperburgh,5-10years,35-45,2022.65,1.7,Yes,2016,1,0.0,47.97,1703.11
Douglas Acosta,40,8801.13,0,7.52,6,2016-05-26 20:27:00,"81459 Sarah Brook Suite 370 Lake Michael, MA 20035-7310","Clayton, Ferrell and Gaines",0,MA,Michael,5-10years,35-45,1170.36,0.8,No,2016,2,0.0,45.12,1033.0
Victoria Hughes,45,7325.93,1,6.0,6,2009-05-16 11:03:00,"0918 Taylor Trail Apt. 385 West Caleb, ND 20637-7455","Douglas, Briggs and Sawyer",0,ND,Caleb,5-10years,45-55,1220.99,1.0,Yes,2009,2,0.0,36.0,1046.56
Michael Knox,36,7342.14,0,5.51,8,2015-10-08 18:55:00,"0115 Carter Camp Suite 403 New Andreashire, OK 92778",Scott and Sons,0,OK,Andreashire,5-10years,35-45,1332.51,1.5,No,2015,4,0.0,44.08,1127.82
Laura Wright,37,12154.25,1,5.15,6,2015-06-17 23:25:00,"9534 Dodson Streets North James, TX 66878","Cunningham, Jackson and Schultz",0,TX,James,5-10years,35-45,2360.05,1.2,Yes,2015,2,0.0,30.900000000000002,1976.3
Alexandra Phillips,32,9472.72,1,1.0,10,2009-03-26 05:25:00,"078 Ortega Vista Lake Gabriella, OK 18890-5973","Smith, Harris and Black",0,OK,Gabriella,1-3years,25-35,9472.72,10.0,Yes,2009,1,0.0,10.0,4736.36
Lori Medina,39,3676.68,1,3.52,9,2008-07-16 11:36:00,"PSC 1874, Box 9238 APO AP 68299","Garcia, Hansen and Austin",0,Box,1874,3-5years,35-45,1044.51,2.6,Yes,2008,3,0.0,31.68,813.42
Kristin Davis,50,6857.29,0,4.69,6,2014-07-08 19:50:00,"090 Sara Track Apt. 195 Mooremouth, MP 50670","Gonzalez, Castro and Martinez",0,MP,Mooremouth,3-5years,45-55,1462.11,1.3,No,2014,3,0.0,28.14,1205.15
John Richardson,52,10133.36,0,4.6,7,2014-02-24 17:27:00,"77435 Christopher Union Apt. 871 New Christophermouth, MA 95513-2675",Martinez Inc,0,MA,Christophermouth,3-5years,45-55,2202.9,1.5,No,2014,1,0.0,32.199999999999996,1809.53
Daniel Brown,51,4992.6,0,3.85,8,2016-02-12 22:38:00,"701 Alan Corners Port George, KY 15579-3799",Mosley Ltd,0,KY,George,3-5years,45-55,1296.78,2.1,No,2016,1,0.0,30.8,1029.4
Eugene Rowe,50,12941.12,1,5.51,11,2015-06-23 09:54:00,"45548 Henderson Islands Bakerside, WV 92882-7688",Powell-Parker,0,WV,Bakerside,5-10years,45-55,2348.66,2.0,Yes,2015,2,0.0,60.61,1987.88
Cody Middleton,36,11040.16,0,4.52,8,2010-04-14 22:03:00,"86871 Jimenez Crest Suite 849 East Bruce, MO 68426-6342",Lawrence and Sons,0,MO,Bruce,3-5years,35-45,2442.51,1.8,No,2010,2,0.0,36.16,2000.03
Kevin Chapman,35,8058.73,0,6.88,9,2016-02-29 18:23:00,"40094 Manning Pass Travisburgh, MT 80542",Ortega Group,0,MT,Travisburgh,5-10years,35-45,1171.33,1.3,No,2016,1,0.0,61.92,1022.68
Margaret Moore,44,10638.65,0,5.54,6,2010-06-04 03:04:00,"2556 Grant Points New Christopherton, CA 76121-6565",Wright PLC,0,CA,Christopherton,5-10years,35-45,1920.33,1.1,No,2010,2,0.0,33.24,1626.7
Edwin Young,49,10226.43,0,6.02,8,2014-02-27 10:46:00,"6467 Brett Dam Houstonchester, DE 13162","Graham, Jones and Gonzalez",0,DE,Houstonchester,5-10years,45-55,1698.74,1.3,No,2014,1,0.0,48.16,1456.76
Teresa Bean,38,12020.62,0,4.41,8,2007-02-14 00:56:00,"4962 Christian Squares North Belinda, OK 98156-7957",Garza LLC,0,OK,Belinda,3-5years,35-45,2725.76,1.8,No,2007,1,0.0,35.28,2221.93
Justin Moore,51,12780.22,0,6.06,7,2015-04-04 11:06:00,"7790 Paul Street Sandraside, AR 55085","Callahan, Miller and Wallace",0,AR,Sandraside,5-10years,45-55,2108.95,1.2,No,2015,2,0.0,42.419999999999995,1810.23
Sarah Morgan,51,6662.59,1,5.27,9,2009-10-03 09:42:00,"2458 Tyler Flats Suite 696 Rebeccaburgh, VA 79274",Braun-Cook,0,VA,Rebeccaburgh,5-10years,45-55,1264.25,1.7,Yes,2009,4,0.0,47.42999999999999,1062.61
Amanda Hernandez,38,10298.29,1,5.07,9,2015-05-31 21:15:00,"4792 Amy Wall Apt. 296 Olsenchester, VA 69141-5857","Barry, Brown and Smith",0,VA,Olsenchester,5-10years,35-45,2031.22,1.8,Yes,2015,2,0.0,45.63,1696.59
Tammy Williams,52,9065.28,0,3.99,5,2009-12-13 18:17:00,"6720 Barbara Square Christopherchester, UT 54226",Lawrence-Johnson,0,UT,Christopherchester,3-5years,45-55,2272.0,1.3,No,2009,4,0.0,19.950000000000003,1816.69
Lawrence Gordon,44,8817.22,1,6.53,10,2009-09-23 09:35:00,"4041 Wise River Suite 828 West Todd, AR 08725-4767","Austin, Roberts and Cox",0,AR,Todd,5-10years,35-45,1350.26,1.5,Yes,2009,3,0.0,65.3,1170.95
Jodi Thompson,35,11391.46,1,7.59,10,2011-12-28 11:02:00,"4379 Sandoval Stravenue Suite 998 New Ryanberg, NM 05443-2529",Soto PLC,0,NM,Ryanberg,5-10years,35-45,1500.85,1.3,Yes,2011,4,0.0,75.9,1326.13
Michelle Roberts,43,12531.39,0,3.97,6,2013-04-28 05:02:00,"5351 Ford Pike Apt. 399 Ericshire, IA 72849-0011",Marshall-Ho,0,IA,Ericshire,3-5years,35-45,3156.52,1.5,No,2013,2,0.0,23.82,2521.41
Colton Foster,43,9200.69,1,2.6,11,2012-12-25 06:18:00,"01690 Andrews Park Wrightville, IN 00886","Jennings, Stout and Spencer",0,IN,Wrightville,1-3years,35-45,3538.73,4.2,Yes,2012,4,0.0,28.6,2555.75
John Gardner,52,13368.21,1,4.09,9,2006-12-23 18:35:00,"16214 Henry Mission Pearsonside, PR 88434","Sherman, Lopez and Moran",0,PR,Pearsonside,3-5years,45-55,3268.51,2.2,Yes,2006,4,0.0,36.81,2626.37
Holly Flores,47,15878.11,1,2.05,8,2012-05-21 12:56:00,"37362 Anthony Corner Suite 462 Port Saraton, ND 49109-1547",Reyes-Crawford,0,ND,Saraton,1-3years,45-55,7745.42,3.9,Yes,2012,2,0.0,16.4,5205.94
William Branch,33,7720.61,1,4.97,10,2012-04-16 07:05:00,"90937 Andres Springs Apt. 164 Lindaland, TX 51026-5011",Mullen and Sons,0,TX,Lindaland,3-5years,25-35,1553.44,2.0,Yes,2012,2,0.0,49.699999999999996,1293.23
Patricia Mckinney,34,9270.9,0,6.19,7,2007-04-29 18:47:00,"04146 Ronnie Mission Suite 310 Nicoleshire, CT 39413-3387","Lewis, Green and Garcia",0,CT,Nicoleshire,5-10years,25-35,1497.72,1.1,No,2007,2,0.0,43.330000000000005,1289.42
Brandon Compton,44,8274.32,0,5.7,8,2016-07-21 02:39:00,"202 Richard Extensions Apt. 994 Pamelachester, IL 73985-9604",Sanchez-Cardenas,0,IL,Pamelachester,5-10years,35-45,1451.64,1.4,No,2016,3,0.0,45.6,1234.97
Monica Hernandez,38,9347.47,0,8.47,8,2006-01-23 16:23:00,"8151 Ross Gardens Apt. 699 Randallton, NM 53386-6929",Finley-Moore,0,NM,Randallton,5-10years,35-45,1103.6,0.9,No,2006,1,0.0,67.76,987.06
Kathryn Petersen,40,12453.72,1,4.83,9,2006-10-03 09:45:00,"4030 Sullivan Viaduct Apt. 877 Lake Anthony, VT 89429",Nguyen-Wright,0,VT,Anthony,3-5years,35-45,2578.41,1.9,Yes,2006,4,0.0,43.47,2136.14
Shelia Phillips,39,8644.07,1,4.48,8,2016-05-14 14:37:00,"451 David Vista Apt. 799 Danielsview, ND 69312",Norman-Holloway,0,ND,Danielsview,3-5years,35-45,1929.48,1.8,Yes,2016,2,0.0,35.84,1577.39
Sally Smith,45,11575.84,0,5.51,9,2012-08-02 09:18:00,"75262 Robert Centers Apt. 728 Vanessaside, TX 96244-2416",Webb PLC,0,TX,Vanessaside,5-10years,45-55,2100.88,1.6,No,2012,3,0.0,49.589999999999996,1778.16
Joshua Huff,49,8268.74,1,5.21,8,2009-01-19 04:53:00,"064 Laurie Manor Suite 944 East Jimmy, IN 53776","Rivera, Perkins and Brown",0,IN,Jimmy,5-10years,45-55,1587.09,1.5,Yes,2009,1,0.0,41.68,1331.52
Daniel Washington,54,12147.83,1,4.17,8,2013-05-14 16:58:00,"1537 Mccullough Canyon Rodriguezview, AZ 74625-8762",Reeves-Scott,0,AZ,Rodriguezview,3-5years,45-55,2913.15,1.9,Yes,2013,2,0.0,33.36,2349.68
Joseph Anderson,48,8093.03,1,4.26,8,2016-10-12 23:20:00,"1317 Mcdaniel Plaza Suite 219 Colleenview, TX 81040-7425",Ingram LLC,0,TX,Colleenview,3-5years,45-55,1899.77,1.9,Yes,2016,4,0.0,34.08,1538.6
Kylie Reynolds,28,9090.43,1,5.74,10,2014-06-18 00:45:00,"118 Natalie Islands Apt. 040 Lake Elizabeth, CO 60710",Cruz and Sons,0,CO,Elizabeth,5-10years,25-35,1583.7,1.7,Yes,2014,2,0.0,57.400000000000006,1348.73
Chelsea Marsh,41,9552.57,0,3.81,8,2015-02-05 06:36:00,"854 James Ranch Smithfort, WA 12954",Wright-Olson,0,WA,Smithfort,3-5years,35-45,2507.24,2.1,No,2015,1,0.0,30.48,1985.98
Carlos Miller,47,9004.44,0,3.79,8,2015-03-08 08:03:00,"506 Arnold Greens Apt. 335 South Kyleton, DC 78683",Weaver Inc,0,DC,Kyleton,3-5years,45-55,2375.84,2.1,No,2015,1,0.0,30.32,1879.84
Lindsey Adams,46,14361.38,0,4.52,8,2008-07-20 08:40:00,"283 Mccarthy Fork Hubbardfort, PW 58105-7552",Morris-Williams,0,PW,Hubbardfort,3-5years,45-55,3177.3,1.8,No,2008,3,0.0,36.16,2601.7
Jerry Nguyen,36,8972.54,0,5.23,8,2009-06-16 04:20:00,"059 Angela Manor Latashaburgh, ID 26923-6555",Glenn-Nguyen,0,ID,Latashaburgh,5-10years,35-45,1715.59,1.5,No,2009,2,0.0,41.84,1440.22
Mark Ingram,44,11611.28,0,5.8,11,2007-12-01 21:35:00,"5035 Donald Points Suite 375 West Shirleyhaven, TN 41021",Smith-Lewis,0,TN,Shirleyhaven,5-10years,35-45,2001.94,1.9,No,2007,4,0.0,63.8,1707.54
Casey Hess,43,9399.92,1,4.98,8,2014-08-07 07:57:00,"132 Angela Station Suite 770 Hillfort, LA 66223-8625",David-Woods,0,LA,Hillfort,3-5years,35-45,1887.53,1.6,Yes,2014,3,0.0,39.84,1571.89
Gary Odom,37,7982.38,1,4.29,8,2009-01-15 17:39:00,"0349 Kimberly Ridges Michaelburgh, AK 08955",Moran Inc,0,AK,Michaelburgh,3-5years,35-45,1860.69,1.9,Yes,2009,1,0.0,34.32,1508.96
John Snyder,36,6930.95,0,5.19,7,2013-06-01 17:31:00,"271 Rachel Village Westport, MT 33566-5694",Hardin Group,0,MT,Westport,5-10years,35-45,1335.44,1.3,No,2013,2,0.0,36.330000000000005,1119.7
Karen Wade,38,11667.01,0,3.8,8,2015-10-21 23:30:00,"726 Jackson Lakes Apt. 693 Kennethshire, NM 58470-9850",Mitchell-Clark,0,NM,Kennethshire,3-5years,35-45,3070.27,2.1,No,2015,4,0.0,30.4,2430.63
Kathleen Salazar,31,5387.75,0,6.83,9,2008-02-07 09:54:00,"226 Zimmerman Haven Suite 223 Lake Jennifer, IN 39817",Morales-Miles,0,IN,Jennifer,5-10years,25-35,788.84,1.3,No,2008,1,0.0,61.47,688.09
Mary Frank,33,10709.39,1,5.22,6,2006-02-02 12:29:00,"11007 Tara Plains Apt. 842 South Amy, AK 31218","Ellison, Pace and Vaughan",0,AK,Amy,5-10years,25-35,2051.61,1.1,Yes,2006,1,0.0,31.32,1721.77
Lisa Reid,41,11623.42,1,4.18,9,2009-12-29 17:39:00,"499 Joshua Ramp Blankenshipmouth, AL 61436",Acosta PLC,0,AL,Blankenshipmouth,3-5years,35-45,2780.72,2.2,Yes,2009,4,0.0,37.62,2243.9
Nathan Hammond,53,9683.85,0,5.89,8,2006-09-07 18:40:00,"731 Danielle Roads Suite 482 Lisaburgh, ME 92139","Smith, Burke and Gonzales",0,ME,Lisaburgh,5-10years,45-55,1644.12,1.4,No,2006,3,0.0,47.12,1405.49
Theresa Terry,44,8819.13,1,4.38,10,2010-05-21 04:43:00,"2927 Butler Keys Suite 851 West Christophermouth, MS 35752-5027","Campbell, Moore and Garrett",0,MS,Christophermouth,3-5years,35-45,2013.5,2.3,Yes,2010,2,0.0,43.8,1639.24
John Jones,44,7736.13,1,4.48,8,2013-06-06 09:25:00,"2297 Jackson Island Robertsfort, NH 79212-4023",Day LLC,0,NH,Robertsfort,3-5years,35-45,1726.81,1.8,Yes,2013,2,0.0,35.84,1411.7
Teresa Smith,45,7158.66,1,6.25,7,2006-07-24 22:52:00,USCGC Fleming FPO AA 06534-5672,Villarreal-Ellis,0,,06534-5672,5-10years,45-55,1145.39,1.1,Yes,2006,3,0.0,43.75,987.4
Heather Thompson,50,9248.87,0,4.56,9,2014-01-30 10:39:00,"896 Lewis Wells Martinezstad, MO 12686","Jacobs, Arnold and Schwartz",0,MO,Martinezstad,3-5years,45-55,2028.26,2.0,No,2014,1,0.0,41.04,1663.47
Melanie Cain,40,11916.26,0,4.51,7,2015-01-10 00:21:00,"3046 Harrison Plains Montgomeryberg, ID 86180",Sims and Sons,0,ID,Montgomeryberg,3-5years,35-45,2642.19,1.6,No,2015,1,0.0,31.57,2162.66
Kenneth Graham,50,9641.61,0,3.09,5,2010-06-09 21:23:00,"43996 Parks Spring Hooperland, TX 05090-6018",King-Atkinson,0,TX,Hooperland,3-5years,45-55,3120.26,1.6,No,2010,2,0.0,15.45,2357.36
Abigail Jennings,36,12309.23,1,4.76,9,2012-03-11 17:10:00,USS Mcgrath FPO AP 33786-7308,"Simpson, Byrd and Miller",0,,33786-7308,3-5years,35-45,2585.97,1.9,Yes,2012,1,0.0,42.839999999999996,2137.02
Andrea Ford,40,11362.95,0,4.37,11,2010-10-08 22:11:00,"2519 Martin Ports Suite 635 Martinport, AL 55438",Patton Group,0,AL,Martinport,3-5years,35-45,2600.22,2.5,No,2010,4,0.0,48.07,2116.01
Johnathan Gonzalez,56,10074.4,1,5.17,7,2009-10-30 02:30:00,Unit 2030 Box 0281 DPO AE 67952-0118,Dixon PLC,0,,67952-0118,5-10years,55-65,1948.63,1.4,Yes,2009,4,0.0,36.19,1632.8
Katie Khan,40,10762.29,0,5.02,7,2015-02-08 22:43:00,"05418 Smith Brooks Richardfurt, DE 40166-1384","Gutierrez, Jones and Winters",0,DE,Richardfurt,5-10years,35-45,2143.88,1.4,No,2015,1,0.0,35.14,1787.76
Michelle Johnson,30,8874.83,0,5.56,9,2006-10-11 07:09:00,"844 Charles Circles Suite 483 Davisborough, MH 73164-8781","Anderson, Miller and Wilson",0,MH,Davisborough,5-10years,25-35,1596.19,1.6,No,2006,4,0.0,50.04,1352.87
Hannah Best,51,5830.99,0,6.93,6,2011-09-21 20:54:00,"PSC 5882, Box 7573 APO AA 41758-4009",Cantrell-Paul,0,Box,5882,5-10years,45-55,841.41,0.9,No,2011,3,0.0,41.58,735.31
David Morrison,35,8297.87,0,5.42,8,2009-11-30 06:01:00,"7000 Jack Lights Suite 115 Owensfurt, TN 18961-6571","Carpenter, Johnson and Krueger",0,TN,Owensfurt,5-10years,35-45,1530.97,1.5,No,2009,4,0.0,43.36,1292.5
Cindy Olson,33,5738.82,0,7.66,7,2014-08-02 09:05:00,"423 Victoria Plain Suite 444 Brennanland, AL 79485-6882",Mann Ltd,0,AL,Brennanland,5-10years,25-35,749.19,0.9,No,2014,3,0.0,53.620000000000005,662.68
John Jackson,41,11655.82,1,7.92,9,2007-08-30 11:59:00,"5026 Susan Extension Apt. 261 South Thomas, UT 52610","Clark, Reid and Gardner",0,UT,Thomas,5-10years,35-45,1471.69,1.1,Yes,2007,3,0.0,71.28,1306.71
Christine Livingston,47,7362.18,0,6.57,7,2012-09-20 08:19:00,"2871 Campbell Ports Davenportmouth, MN 38485","Sellers, Hendrix and Gonzales",0,MN,Davenportmouth,5-10years,45-55,1120.58,1.1,No,2012,3,0.0,45.99,972.55
Mrs. Brittany Lopez,43,10938.11,0,3.21,8,2006-01-26 03:15:00,"2493 Robert Road South Denise, IA 86444",Brown-Weaver,0,IA,Denise,3-5years,35-45,3407.51,2.5,No,2006,1,0.0,25.68,2598.13
Paula Willis,36,8514.8,1,4.01,11,2010-08-14 10:50:00,"8191 Lopez Prairie Apt. 038 Cookefurt, DE 64637-6065",Flores-Ochoa,0,DE,Cookefurt,3-5years,35-45,2123.39,2.7,Yes,2010,3,0.0,44.11,1699.56
Ryan Martin,34,8772.26,0,5.78,9,2014-02-14 14:40:00,"930 Carrie Harbor Suite 044 New Adamtown, MP 74903",Jones Inc,0,MP,Adamtown,5-10years,25-35,1517.69,1.6,No,2014,1,0.0,52.02,1293.84
Roy Case,40,7656.02,1,5.62,9,2012-01-17 14:47:00,"PSC 1326, Box 7408 APO AA 41399-9709","Jennings, Gates and Villarreal",0,Box,1326,5-10years,35-45,1362.28,1.6,Yes,2012,1,0.0,50.58,1156.5
Henry Krueger,41,10375.39,0,5.54,8,2007-08-30 15:27:00,USNS Conway FPO AE 45887,Berg PLC,0,,45887,5-10years,35-45,1872.81,1.4,No,2007,3,0.0,44.32,1586.45
Jaime Padilla,46,7684.02,1,6.24,8,2011-04-26 19:04:00,"48403 Anderson Fields Apt. 103 New Jasonshire, NM 49852-3578",Richardson LLC,0,NM,Jasonshire,5-10years,45-55,1231.41,1.3,Yes,2011,2,0.0,49.92,1061.33
Barry Gallagher,52,6805.48,1,6.05,9,2010-06-04 12:28:00,"35333 Carla Keys Robinsonchester, CA 02095",Butler PLC,0,CA,Robinsonchester,5-10years,45-55,1124.87,1.5,Yes,2010,2,0.0,54.449999999999996,965.32
Andrew Young,30,6744.87,0,5.14,9,2014-04-10 03:33:00,"30316 Melissa Hills Apt. 368 Cynthiaborough, MN 06736",Morris LLC,0,MN,Cynthiaborough,5-10years,25-35,1312.23,1.8,No,2014,2,0.0,46.26,1098.51
Amy Henderson,31,10058.87,1,6.54,7,2011-02-07 17:54:00,"85837 Thomas Dam Nicholasview, MT 98793-4972",Knox-Davis,0,MT,Nicholasview,5-10years,25-35,1538.05,1.1,Yes,2011,1,0.0,45.78,1334.07
Theresa Ford,40,9133.36,0,4.21,7,2015-01-19 23:48:00,"9885 Mills Dale Suite 830 West Wendyton, WA 46448",Thornton Inc,0,WA,Wendyton,3-5years,35-45,2169.44,1.7,No,2015,1,0.0,29.47,1753.04
Donald Flores,46,11580.56,1,3.43,9,2014-05-09 04:48:00,"30890 Gloria Oval Friedmanshire, OK 78837-9606",Harris-Pratt,0,OK,Friedmanshire,3-5years,45-55,3376.26,2.6,Yes,2014,2,0.0,30.87,2614.12
Sarah Schmidt,41,10631.84,1,3.47,9,2008-04-12 10:56:00,"461 Alexandria Station Kennethton, WY 83953","Thomas, Powers and Price",0,WY,Kennethton,3-5years,35-45,3063.93,2.6,Yes,2008,2,0.0,31.23,2378.49
Melissa Hall,32,10716.75,0,5.12,8,2006-09-27 19:54:00,"550 Lindsay Bypass Suite 011 South Jamietown, MH 27730-3707","Bates, Montgomery and Rodriguez",0,MH,Jamietown,5-10years,25-35,2093.12,1.6,No,2006,3,0.0,40.96,1751.1
Annette Taylor,41,10919.81,0,4.63,8,2013-04-07 23:27:00,"27767 Amy Curve Lake Daniel, NM 73021-5259",Zimmerman Group,0,NM,Daniel,3-5years,35-45,2358.49,1.7,No,2013,2,0.0,37.04,1939.58
Robert Allen,48,10241.32,1,7.25,7,2014-10-29 10:48:00,"510 Nicholas Island Suite 493 Buckchester, MO 58572-4430",Williams Ltd,0,MO,Buckchester,5-10years,45-55,1412.6,1.0,Yes,2014,4,0.0,50.75,1241.37
Jessica Howard,46,9171.56,1,5.02,8,2011-11-07 15:05:00,"8486 Brandon Fall Apt. 024 Matthewberg, SC 32892-2661",Mullins Ltd,0,SC,Matthewberg,5-10years,45-55,1827.0,1.6,Yes,2011,4,0.0,40.16,1523.51
Michael Lam,40,7675.52,1,4.31,11,2012-05-27 00:16:00,"63714 Sawyer Glens New Tonimouth, FL 73286-2490",Olson-Davis,0,FL,Tonimouth,3-5years,35-45,1780.86,2.6,Yes,2012,2,0.0,47.41,1445.48
Nancy Thompson,36,13308.01,0,5.07,8,2009-01-20 00:52:00,"847 Holly Loaf Apt. 839 East Nancyberg, DC 64194-2557",Garcia-Mckinney,0,DC,Nancyberg,5-10years,35-45,2624.85,1.6,No,2009,1,0.0,40.56,2192.42
Steve Lewis,37,7961.21,0,2.91,9,2014-06-12 12:47:00,"865 Mitchell Causeway Suite 183 Meredithshire, AR 80502-3040",Clarke-Gonzalez,0,AR,Meredithshire,1-3years,35-45,2735.81,3.1,No,2014,2,0.0,26.19,2036.12
Amanda Brown,32,12403.6,0,4.99,7,2008-05-30 03:35:00,"48681 Jensen Vista South Kevin, ND 80285",Hoffman Ltd,0,ND,Kevin,3-5years,25-35,2485.69,1.4,No,2008,2,0.0,34.93,2070.72
Danielle Morris,46,10814.59,0,4.91,8,2010-05-09 12:25:00,"773 Brenda Vista Jensenshire, CO 78345","Cooper, Cohen and Knight",0,CO,Jensenshire,3-5years,45-55,2202.56,1.6,No,2010,2,0.0,39.28,1829.88
Jessica Hernandez,31,8829.83,1,4.52,8,2006-02-02 21:26:00,"6113 Jerome Locks North Trevormouth, GA 25773",Hunt-Whitaker,0,GA,Trevormouth,3-5years,25-35,1953.5,1.8,Yes,2006,1,0.0,36.16,1599.61
Nicole Richards,52,7170.66,1,4.53,7,2014-05-11 16:14:00,"0667 Bennett Forge Ingramchester, VI 46819-7446",Fisher-Hamilton,0,VI,Ingramchester,3-5years,45-55,1582.93,1.5,Yes,2014,2,0.0,31.71,1296.68
Lauren Johnson,47,10332.16,1,4.89,9,2016-08-06 00:18:00,"2959 Amanda Plain Suite 180 Webbside, NY 47046","Davenport, Miller and Murphy",0,NY,Webbside,3-5years,45-55,2112.92,1.8,Yes,2016,3,0.0,44.01,1754.19
Wendy Moore,41,14722.35,0,6.98,6,2011-05-28 08:09:00,"8202 Jade Unions Suite 557 South Wesley, MS 12025",Walker-Harris,0,MS,Wesley,5-10years,35-45,2109.22,0.9,No,2011,2,0.0,41.88,1844.91
Destiny Steele,39,13532.85,1,5.63,9,2010-11-13 11:16:00,"0784 Arnold Mountains Apt. 356 Thompsonview, IL 54999-9574",Hall LLC,0,IL,Thompsonview,5-10years,35-45,2403.7,1.6,Yes,2010,4,0.0,50.67,2041.15
Dakota Porter,41,7683.97,1,6.17,7,2007-08-23 19:38:00,"1005 Butler Manors Richardland, KS 45645-6252",Nguyen PLC,0,KS,Richardland,5-10years,35-45,1245.38,1.1,Yes,2007,3,0.0,43.19,1071.68
Sara Campbell,47,6398.91,1,5.0,8,2013-02-16 16:40:00,"931 Soto Bridge Apt. 205 Michelleland, NM 64707-3332",Conner LLC,0,NM,Michelleland,5-10years,45-55,1279.78,1.6,Yes,2013,1,0.0,40.0,1066.48
Manuel Hill,37,14595.51,1,3.83,12,2007-01-02 22:09:00,"7589 Munoz Mountain Port Gina, VI 08937-6155","Hill, Abbott and Wu",0,VI,Gina,3-5years,35-45,3810.84,3.1,Yes,2007,1,0.0,45.96,3021.84
Douglas Lee,48,6783.99,1,3.89,8,2012-03-29 02:43:00,"088 Ayala Crossroad Lindafurt, MI 82946-5835","Jensen, Morton and Edwards",0,MI,Lindafurt,3-5years,45-55,1743.96,2.1,Yes,2012,1,0.0,31.12,1387.32
Charles Doyle,35,8190.27,0,6.28,7,2012-03-07 17:36:00,Unit 1897 Box 1607 DPO AE 86804,Smith-Carroll,0,,86804,5-10years,35-45,1304.18,1.1,No,2012,1,0.0,43.96,1125.04
Rebecca Hamilton,45,9317.12,1,6.93,6,2013-12-16 07:56:00,"75047 Jones Ports Apt. 238 Port Zacharymouth, HI 02693",Lee-Roman,0,HI,Zacharymouth,5-10years,45-55,1344.46,0.9,Yes,2013,4,0.0,41.58,1174.92
Dominique Kemp,40,10370.72,1,4.35,5,2016-03-28 02:06:00,"478 James Spurs North Thomas, MT 77158-1870",Richardson Inc,0,MT,Thomas,3-5years,35-45,2384.07,1.1,Yes,2016,1,0.0,21.75,1938.45
Thomas Parker,42,12277.9,1,5.1,8,2009-01-20 07:54:00,"10575 Jacob Manors Apt. 623 Port Jonathanview, WV 63831-0620",Cook LLC,0,WV,Jonathanview,5-10years,35-45,2407.43,1.6,Yes,2009,1,0.0,40.8,2012.77
Aaron West,55,10056.55,0,4.98,8,2006-09-01 06:11:00,"071 Schmidt Locks Apt. 070 West Jessica, OK 60879-6593","Cruz, Russell and Boyd",0,OK,Jessica,3-5years,55-65,2019.39,1.6,No,2006,3,0.0,39.84,1681.7
Samantha Clark,35,12398.62,1,5.6,9,2016-11-17 09:21:00,"0385 Smith Spring West Douglasmouth, CA 33773-7684",Grimes Inc,0,CA,Douglasmouth,5-10years,35-45,2214.04,1.6,Yes,2016,4,0.0,50.4,1878.58
Patrick Campos,40,10290.14,0,4.6,10,2013-10-23 01:16:00,"53895 Michael Ways Port Michael, FM 10805","Fernandez, Rodgers and Miller",0,FM,Michael,3-5years,35-45,2236.99,2.2,No,2013,4,0.0,46.0,1837.52
Kevin Hicks DDS,49,9957.26,0,4.76,7,2009-09-01 11:37:00,"096 Dunn Street Jasonshire, NC 06461-2275","Cooper, Mcguire and Nguyen",0,NC,Jasonshire,3-5years,45-55,2091.86,1.5,No,2009,3,0.0,33.32,1728.69
Joseph Hall,35,13480.91,1,4.41,7,2008-06-19 23:34:00,"6926 Martin Ramp Thomastown, AZ 58814",Anderson PLC,0,AZ,Thomastown,3-5years,35-45,3056.9,1.6,Yes,2008,2,0.0,30.87,2491.85
Samantha Flores,39,11670.73,0,6.45,8,2006-06-24 00:46:00,"793 Powell Fort Amandaview, GA 95747-4560",Williams PLC,0,GA,Amandaview,5-10years,35-45,1809.42,1.2,No,2006,2,0.0,51.6,1566.54
John Castillo,31,7073.61,0,5.73,9,2010-12-10 11:20:00,"9831 Amy Square Holmesberg, RI 14826-3752","Richmond, Daniels and Lee",0,RI,Holmesberg,5-10years,25-35,1234.49,1.6,No,2010,4,0.0,51.57000000000001,1051.06
Christy Hamilton,45,9852.25,1,4.55,8,2009-08-14 22:27:00,"41390 Vazquez Mall Billystad, VI 57475-0791","Richard, Flores and Walsh",0,VI,Billystad,3-5years,45-55,2165.33,1.8,Yes,2009,3,0.0,36.4,1775.18
Jay Mosley,40,6402.3,0,4.28,7,2015-05-05 10:00:00,"885 Samantha Estates Apt. 694 Michaelland, NC 35223","Martinez, Gonzales and Williams",0,NC,Michaelland,3-5years,35-45,1495.86,1.6,No,2015,2,0.0,29.96,1212.56
